Results Table 1,,,,,,,,,,,,,,,,,
,Specimen label,,,,,,,,,,,,,,,,
4293.8,71.5633,1.2822,,,,,,,,,,,,,,,
4293.82,71.5635,1.2831,,,,,,,,,,,,,,,
4293.84,71.5639,1.2827,,,,,,,,,,,,,,,
4293.86,71.5642,1.2827,,,,,,,,,,,,,,,
4293.88,71.5646,1.2827,,,,,,,,,,,,,,,
4293.9,71.5648,1.2821,,,,,,,,,,,,,,,
4293.92,71.5652,1.2825,,,,,,,,,,,,,,,
4293.94,71.5656,1.2832,,,,,,,,,,,,,,,
4293.96,71.5658,1.2823,,,,,,,,,,,,,,,
4293.98,71.5662,1.2824,,,,,,,,,,,,,,,
4294,71.5667,1.2828,,,,,,,,,,,,,,,
4294.02,71.5671,1.2824,,,,,,,,,,,,,,,
4294.04,71.5675,1.2835,,,,,,,,,,,,,,,
4294.06,71.5677,1.2824,,,,,,,,,,,,,,,
4294.08,71.5681,1.2833,,,,,,,,,,,,,,,
4294.1,71.5683,1.2843,,,,,,,,,,,,,,,
4294.12,71.5687,1.283,,,,,,,,,,,,,,,
4294.14,71.5692,1.2839,,,,,,,,,,,,,,,
4294.16,71.5696,1.2843,,,,,,,,,,,,,,,
4294.18,71.5698,1.2834,,,,,,,,,,,,,,,
4294.2,71.5702,1.2841,,,,,,,,,,,,,,,
4294.22,71.5706,1.2818,,,,,,,,,,,,,,,
4294.24,71.5708,1.2838,,,,,,,,,,,,,,,
4294.26,71.5712,1.2844,,,,,,,,,,,,,,,
4294.28,71.5714,1.2838,,,,,,,,,,,,,,,
4294.3,71.5717,1.2834,,,,,,,,,,,,,,,
4294.32,71.5721,1.2841,,,,,,,,,,,,,,,
4294.34,71.5723,1.283,,,,,,,,,,,,,,,
4294.36,71.5727,1.2835,,,,,,,,,,,,,,,
4294.38,71.5729,1.2837,,,,,,,,,,,,,,,
4294.4,71.5733,1.2827,,,,,,,,,,,,,,,
4294.42,71.5737,1.2847,,,,,,,,,,,,,,,
4294.44,71.5742,1.2831,,,,,,,,,,,,,,,
4294.46,71.5744,1.2831,,,,,,,,,,,,,,,
4294.48,71.5748,1.2837,,,,,,,,,,,,,,,
4294.5,71.5752,1.2828,,,,,,,,,,,,,,,
4294.52,71.5754,1.2839,,,,,,,,,,,,,,,
4294.54,71.5758,1.2839,,,,,,,,,,,,,,,
4294.56,71.5762,1.2832,,,,,,,,,,,,,,,
4294.58,71.5767,1.2838,,,,,,,,,,,,,,,
4294.6,71.5769,1.2833,,,,,,,,,,,,,,,
4294.62,71.5773,1.2847,,,,,,,,,,,,,,,
4294.64,71.5775,1.2838,,,,,,,,,,,,,,,
4294.66,71.5779,1.2832,,,,,,,,,,,,,,,
4294.68,71.5783,1.2843,,,,,,,,,,,,,,,
4294.7,71.5785,1.2839,,,,,,,,,,,,,,,
4294.72,71.5789,1.2837,,,,,,,,,,,,,,,
4294.74,71.5792,1.285,,,,,,,,,,,,,,,
4294.76,71.5796,1.2838,,,,,,,,,,,,,,,
4294.78,71.5798,1.284,,,,,,,,,,,,,,,
4294.8,71.58,1.2849,,,,,,,,,,,,,,,
4294.82,71.5804,1.2836,,,,,,,,,,,,,,,
4294.84,71.5806,1.2838,,,,,,,,,,,,,,,
4294.86,71.581,1.2849,,,,,,,,,,,,,,,
4294.88,71.5812,1.284,,,,,,,,,,,,,,,
4294.9,71.5814,1.2851,,,,,,,,,,,,,,,
4294.92,71.5819,1.2838,,,,,,,,,,,,,,,
4294.94,71.5823,1.2844,,,,,,,,,,,,,,,
4294.96,71.5825,1.2843,,,,,,,,,,,,,,,
4294.98,71.5829,1.2836,,,,,,,,,,,,,,,
4295,71.5833,1.2849,,,,,,,,,,,,,,,
4295.02,71.5835,1.284,,,,,,,,,,,,,,,
4295.04,71.5839,1.2843,,,,,,,,,,,,,,,
4295.06,71.5842,1.2842,,,,,,,,,,,,,,,
4295.08,71.5846,1.2844,,,,,,,,,,,,,,,
4295.1,71.585,1.2841,,,,,,,,,,,,,,,
4295.12,71.5852,1.2849,,,,,,,,,,,,,,,
4295.14,71.5856,1.2843,,,,,,,,,,,,,,,
4295.16,71.586,1.2832,,,,,,,,,,,,,,,
4295.18,71.5862,1.2853,,,,,,,,,,,,,,,
4295.2,71.5867,1.2839,,,,,,,,,,,,,,,
4295.22,71.5869,1.2846,,,,,,,,,,,,,,,
4295.24,71.5871,1.2852,,,,,,,,,,,,,,,
4295.26,71.5873,1.2846,,,,,,,,,,,,,,,
4295.28,71.5877,1.2845,,,,,,,,,,,,,,,
4295.3,71.5881,1.2841,,,,,,,,,,,,,,,
4295.32,71.5885,1.284,,,,,,,,,,,,,,,
4295.34,71.5887,1.2849,,,,,,,,,,,,,,,
4295.36,71.5892,1.2838,,,,,,,,,,,,,,,
4295.38,71.5896,1.2852,,,,,,,,,,,,,,,
4295.4,71.5898,1.2842,,,,,,,,,,,,,,,
4295.42,71.5902,1.2847,,,,,,,,,,,,,,,
4295.44,71.5906,1.2853,,,,,,,,,,,,,,,
4295.46,71.591,1.2839,,,,,,,,,,,,,,,
4295.48,71.5912,1.2838,,,,,,,,,,,,,,,
4295.5,71.5917,1.285,,,,,,,,,,,,,,,
4295.52,71.5919,1.2843,,,,,,,,,,,,,,,
4295.54,71.5923,1.2839,,,,,,,,,,,,,,,
4295.56,71.5925,1.2853,,,,,,,,,,,,,,,
4295.58,71.5929,1.2834,,,,,,,,,,,,,,,
4295.6,71.5931,1.2854,,,,,,,,,,,,,,,
4295.62,71.5935,1.285,,,,,,,,,,,,,,,
4295.64,71.5937,1.2844,,,,,,,,,,,,,,,
4295.66,71.5942,1.2856,,,,,,,,,,,,,,,
4295.68,71.5944,1.2849,,,,,,,,,,,,,,,
4295.7,71.5948,1.2848,,,,,,,,,,,,,,,
4295.72,71.595,1.2843,,,,,,,,,,,,,,,
4295.74,71.5954,1.2846,,,,,,,,,,,,,,,
4295.76,71.5958,1.2855,,,,,,,,,,,,,,,
4295.78,71.5962,1.2845,,,,,,,,,,,,,,,
4295.8,71.5964,1.2853,,,,,,,,,,,,,,,
4295.82,71.5969,1.2852,,,,,,,,,,,,,,,
4295.84,71.5973,1.2853,,,,,,,,,,,,,,,
4295.86,71.5975,1.2845,,,,,,,,,,,,,,,
4295.88,71.5979,1.2856,,,,,,,,,,,,,,,
4295.9,71.5981,1.2842,,,,,,,,,,,,,,,
4295.92,71.5985,1.2857,,,,,,,,,,,,,,,
4295.94,71.5989,1.2855,,,,,,,,,,,,,,,
4295.96,71.5992,1.2848,,,,,,,,,,,,,,,
4295.98,71.5994,1.2844,,,,,,,,,,,,,,,
4296,71.5998,1.2855,,,,,,,,,,,,,,,
4296.02,71.6002,1.2852,,,,,,,,,,,,,,,
4296.04,71.6004,1.286,,,,,,,,,,,,,,,
4296.06,71.6006,1.2848,,,,,,,,,,,,,,,
4296.08,71.601,1.2851,,,,,,,,,,,,,,,
4296.1,71.6014,1.2855,,,,,,,,,,,,,,,
4296.12,71.6017,1.2848,,,,,,,,,,,,,,,
4296.14,71.6021,1.2859,,,,,,,,,,,,,,,
4296.16,71.6025,1.2852,,,,,,,,,,,,,,,
4296.18,71.6029,1.2853,,,,,,,,,,,,,,,
4296.2,71.6033,1.2854,,,,,,,,,,,,,,,
4296.22,71.6037,1.2853,,,,,,,,,,,,,,,
4296.24,71.6042,1.2852,,,,,,,,,,,,,,,
4296.26,71.6046,1.287,,,,,,,,,,,,,,,
4296.28,71.605,1.286,,,,,,,,,,,,,,,
4296.3,71.6052,1.2848,,,,,,,,,,,,,,,
4296.32,71.6054,1.2851,,,,,,,,,,,,,,,
4296.34,71.6058,1.2846,,,,,,,,,,,,,,,
4296.36,71.606,1.2872,,,,,,,,,,,,,,,
4296.38,71.6065,1.2852,,,,,,,,,,,,,,,
4296.4,71.6067,1.2858,,,,,,,,,,,,,,,
4296.42,71.6071,1.287,,,,,,,,,,,,,,,
4296.44,71.6075,1.2848,,,,,,,,,,,,,,,
4296.46,71.6077,1.2863,,,,,,,,,,,,,,,
4296.48,71.6081,1.2861,,,,,,,,,,,,,,,
4296.5,71.6083,1.2858,,,,,,,,,,,,,,,
4296.52,71.6085,1.2862,,,,,,,,,,,,,,,
4296.54,71.6089,1.2861,,,,,,,,,,,,,,,
4296.56,71.6094,1.2861,,,,,,,,,,,,,,,
4296.58,71.6098,1.2853,,,,,,,,,,,,,,,
4296.6,71.61,1.2846,,,,,,,,,,,,,,,
4296.62,71.6104,1.2865,,,,,,,,,,,,,,,
4296.64,71.6108,1.2879,,,,,,,,,,,,,,,
4296.66,71.611,1.2862,,,,,,,,,,,,,,,
4296.68,71.6115,1.2859,,,,,,,,,,,,,,,
4296.7,71.6119,1.2857,,,,,,,,,,,,,,,
4296.72,71.6123,1.2867,,,,,,,,,,,,,,,
4296.74,71.6125,1.2872,,,,,,,,,,,,,,,
4296.76,71.6129,1.2851,,,,,,,,,,,,,,,
4296.78,71.6131,1.286,,,,,,,,,,,,,,,
4296.8,71.6135,1.2872,,,,,,,,,,,,,,,
4296.82,71.6137,1.2871,,,,,,,,,,,,,,,
4296.84,71.6142,1.287,,,,,,,,,,,,,,,
4296.86,71.6144,1.2862,,,,,,,,,,,,,,,
4296.88,71.6146,1.2863,,,,,,,,,,,,,,,
4296.9,71.615,1.2873,,,,,,,,,,,,,,,
4296.92,71.6154,1.2863,,,,,,,,,,,,,,,
4296.94,71.6156,1.2865,,,,,,,,,,,,,,,
4296.96,71.6158,1.286,,,,,,,,,,,,,,,
4296.98,71.6162,1.2866,,,,,,,,,,,,,,,
4297,71.6167,1.2858,,,,,,,,,,,,,,,
4297.02,71.6169,1.2871,,,,,,,,,,,,,,,
4297.04,71.6173,1.2862,,,,,,,,,,,,,,,
4297.06,71.6177,1.2869,,,,,,,,,,,,,,,
4297.08,71.6179,1.2863,,,,,,,,,,,,,,,
4297.1,71.6183,1.2853,,,,,,,,,,,,,,,
4297.12,71.6185,1.2867,,,,,,,,,,,,,,,
4297.14,71.6189,1.2855,,,,,,,,,,,,,,,
4297.16,71.6194,1.2856,,,,,,,,,,,,,,,
4297.18,71.6196,1.2868,,,,,,,,,,,,,,,
4297.2,71.6198,1.2859,,,,,,,,,,,,,,,
4297.22,71.6202,1.2864,,,,,,,,,,,,,,,
4297.24,71.6204,1.2866,,,,,,,,,,,,,,,
4297.26,71.6208,1.2865,,,,,,,,,,,,,,,
4297.28,71.6212,1.2867,,,,,,,,,,,,,,,
4297.3,71.6217,1.286,,,,,,,,,,,,,,,
4297.32,71.6219,1.2865,,,,,,,,,,,,,,,
4297.34,71.6223,1.287,,,,,,,,,,,,,,,
4297.36,71.6227,1.2866,,,,,,,,,,,,,,,
4297.38,71.6229,1.2865,,,,,,,,,,,,,,,
4297.4,71.6233,1.287,,,,,,,,,,,,,,,
4297.42,71.6235,1.2868,,,,,,,,,,,,,,,
4297.44,71.6237,1.2868,,,,,,,,,,,,,,,
4297.46,71.6242,1.2857,,,,,,,,,,,,,,,
4297.48,71.6246,1.2865,,,,,,,,,,,,,,,
4297.5,71.6248,1.2883,,,,,,,,,,,,,,,
4297.52,71.625,1.2856,,,,,,,,,,,,,,,
4297.54,71.6254,1.2867,,,,,,,,,,,,,,,
4297.56,71.6258,1.2874,,,,,,,,,,,,,,,
4297.58,71.626,1.2861,,,,,,,,,,,,,,,
4297.6,71.6264,1.2871,,,,,,,,,,,,,,,
4297.62,71.6269,1.2866,,,,,,,,,,,,,,,
4297.64,71.6271,1.2869,,,,,,,,,,,,,,,
4297.66,71.6275,1.287,,,,,,,,,,,,,,,
4297.68,71.6277,1.2864,,,,,,,,,,,,,,,
4297.7,71.6281,1.2871,,,,,,,,,,,,,,,
4297.72,71.6283,1.2872,,,,,,,,,,,,,,,
4297.74,71.6287,1.288,,,,,,,,,,,,,,,
4297.76,71.6292,1.2869,,,,,,,,,,,,,,,
4297.78,71.6294,1.2865,,,,,,,,,,,,,,,
4297.8,71.6298,1.2856,,,,,,,,,,,,,,,
4297.82,71.6302,1.2874,,,,,,,,,,,,,,,
4297.84,71.6306,1.2871,,,,,,,,,,,,,,,
4297.86,71.631,1.2878,,,,,,,,,,,,,,,
4297.88,71.6312,1.2874,,,,,,,,,,,,,,,
4297.9,71.6317,1.2856,,,,,,,,,,,,,,,
4297.92,71.6319,1.2877,,,,,,,,,,,,,,,
4297.94,71.6323,1.2877,,,,,,,,,,,,,,,
4297.96,71.6325,1.2862,,,,,,,,,,,,,,,
4297.98,71.6327,1.2868,,,,,,,,,,,,,,,
4298,71.6331,1.2866,,,,,,,,,,,,,,,
4298.02,71.6333,1.2877,,,,,,,,,,,,,,,
4298.04,71.6337,1.2872,,,,,,,,,,,,,,,
4298.06,71.6339,1.285,,,,,,,,,,,,,,,
4298.08,71.6344,1.2867,,,,,,,,,,,,,,,
4298.1,71.6348,1.2857,,,,,,,,,,,,,,,
4298.12,71.635,1.2872,,,,,,,,,,,,,,,
4298.14,71.6354,1.2867,,,,,,,,,,,,,,,
4298.16,71.6358,1.2857,,,,,,,,,,,,,,,
4298.18,71.636,1.2869,,,,,,,,,,,,,,,
4298.2,71.6364,1.2877,,,,,,,,,,,,,,,
4298.22,71.6369,1.2862,,,,,,,,,,,,,,,
4298.24,71.6371,1.287,,,,,,,,,,,,,,,
4298.26,71.6375,1.2883,,,,,,,,,,,,,,,
4298.28,71.6379,1.2867,,,,,,,,,,,,,,,
4298.3,71.6381,1.2875,,,,,,,,,,,,,,,
4298.32,71.6385,1.2876,,,,,,,,,,,,,,,
4298.34,71.6389,1.2864,,,,,,,,,,,,,,,
4298.36,71.6394,1.2871,,,,,,,,,,,,,,,
4298.38,71.6396,1.2865,,,,,,,,,,,,,,,
4298.4,71.64,1.2872,,,,,,,,,,,,,,,
4298.42,71.6404,1.2866,,,,,,,,,,,,,,,
4298.44,71.6408,1.2874,,,,,,,,,,,,,,,
4298.46,71.641,1.2874,,,,,,,,,,,,,,,
4298.48,71.6414,1.2868,,,,,,,,,,,,,,,
4298.5,71.6419,1.2868,,,,,,,,,,,,,,,
4298.52,71.6421,1.2872,,,,,,,,,,,,,,,
4298.54,71.6425,1.287,,,,,,,,,,,,,,,
4298.56,71.6427,1.2874,,,,,,,,,,,,,,,
4298.58,71.6429,1.2876,,,,,,,,,,,,,,,
4298.6,71.6433,1.286,,,,,,,,,,,,,,,
4298.62,71.6437,1.2872,,,,,,,,,,,,,,,
4298.64,71.644,1.2878,,,,,,,,,,,,,,,
4298.66,71.6444,1.2859,,,,,,,,,,,,,,,
4298.68,71.6446,1.2874,,,,,,,,,,,,,,,
4298.7,71.645,1.2865,,,,,,,,,,,,,,,
4298.72,71.6454,1.2872,,,,,,,,,,,,,,,
4298.74,71.6456,1.2888,,,,,,,,,,,,,,,
4298.76,71.646,1.2868,,,,,,,,,,,,,,,
4298.78,71.6464,1.2877,,,,,,,,,,,,,,,
4298.8,71.6467,1.288,,,,,,,,,,,,,,,
4298.82,71.6471,1.2877,,,,,,,,,,,,,,,
4298.84,71.6475,1.2874,,,,,,,,,,,,,,,
4298.86,71.6479,1.2863,,,,,,,,,,,,,,,
4298.88,71.6481,1.2873,,,,,,,,,,,,,,,
4298.9,71.6485,1.2872,,,,,,,,,,,,,,,
4298.92,71.6487,1.2871,,,,,,,,,,,,,,,
4298.94,71.6492,1.2873,,,,,,,,,,,,,,,
4298.96,71.6496,1.2884,,,,,,,,,,,,,,,
4298.98,71.6498,1.2866,,,,,,,,,,,,,,,
4299,71.6502,1.2875,,,,,,,,,,,,,,,
4299.02,71.6504,1.2881,,,,,,,,,,,,,,,
4299.04,71.6508,1.286,,,,,,,,,,,,,,,
4299.06,71.6512,1.2872,,,,,,,,,,,,,,,
4299.08,71.6516,1.2871,,,,,,,,,,,,,,,
4299.1,71.6519,1.2877,,,,,,,,,,,,,,,
4299.12,71.6523,1.2889,,,,,,,,,,,,,,,
4299.14,71.6527,1.2881,,,,,,,,,,,,,,,
4299.16,71.6531,1.2884,,,,,,,,,,,,,,,
4299.18,71.6533,1.2876,,,,,,,,,,,,,,,
4299.2,71.6537,1.2868,,,,,,,,,,,,,,,
4299.22,71.6539,1.2884,,,,,,,,,,,,,,,
4299.24,71.6542,1.2867,,,,,,,,,,,,,,,
4299.26,71.6546,1.2868,,,,,,,,,,,,,,,
4299.28,71.6548,1.288,,,,,,,,,,,,,,,
4299.3,71.655,1.2873,,,,,,,,,,,,,,,
4299.32,71.6554,1.2876,,,,,,,,,,,,,,,
4299.34,71.6556,1.2888,,,,,,,,,,,,,,,
4299.36,71.656,1.2871,,,,,,,,,,,,,,,
4299.38,71.6562,1.2878,,,,,,,,,,,,,,,
4299.4,71.6567,1.287,,,,,,,,,,,,,,,
4299.42,71.6571,1.2872,,,,,,,,,,,,,,,
4299.44,71.6573,1.2878,,,,,,,,,,,,,,,
4299.46,71.6577,1.2868,,,,,,,,,,,,,,,
4299.48,71.6579,1.288,,,,,,,,,,,,,,,
4299.5,71.6583,1.2889,,,,,,,,,,,,,,,
4299.52,71.6587,1.2864,,,,,,,,,,,,,,,
4299.54,71.6592,1.2874,,,,,,,,,,,,,,,
4299.56,71.6596,1.2876,,,,,,,,,,,,,,,
4299.58,71.6598,1.288,,,,,,,,,,,,,,,
4299.6,71.6602,1.2879,,,,,,,,,,,,,,,
4299.62,71.6604,1.288,,,,,,,,,,,,,,,
4299.64,71.6608,1.2879,,,,,,,,,,,,,,,
4299.66,71.661,1.2877,,,,,,,,,,,,,,,
4299.68,71.6612,1.2878,,,,,,,,,,,,,,,
4299.7,71.6617,1.2871,,,,,,,,,,,,,,,
4299.72,71.6619,1.2878,,,,,,,,,,,,,,,
4299.74,71.6623,1.2869,,,,,,,,,,,,,,,
4299.76,71.6625,1.2877,,,,,,,,,,,,,,,
4299.78,71.6629,1.2869,,,,,,,,,,,,,,,
4299.8,71.6633,1.2866,,,,,,,,,,,,,,,
4299.82,71.6635,1.2872,,,,,,,,,,,,,,,
4299.84,71.6639,1.2876,,,,,,,,,,,,,,,
4299.86,71.6644,1.2883,,,,,,,,,,,,,,,
4299.88,71.6646,1.2876,,,,,,,,,,,,,,,
4299.9,71.665,1.2866,,,,,,,,,,,,,,,
4299.92,71.6654,1.2876,,,,,,,,,,,,,,,
4299.94,71.6658,1.2879,,,,,,,,,,,,,,,
4299.96,71.666,1.2876,,,,,,,,,,,,,,,
4299.98,71.6665,1.2876,,,,,,,,,,,,,,,
4300,71.6669,1.287,,,,,,,,,,,,,,,
4300.02,71.6671,1.288,,,,,,,,,,,,,,,
4300.04,71.6675,1.288,,,,,,,,,,,,,,,
4300.06,71.6677,1.287,,,,,,,,,,,,,,,
4300.08,71.6681,1.2864,,,,,,,,,,,,,,,
4300.1,71.6683,1.2887,,,,,,,,,,,,,,,
4300.12,71.6687,1.2881,,,,,,,,,,,,,,,
4300.14,71.6689,1.2883,,,,,,,,,,,,,,,
4300.16,71.6692,1.2879,,,,,,,,,,,,,,,
4300.18,71.6696,1.2867,,,,,,,,,,,,,,,
4300.2,71.6698,1.289,,,,,,,,,,,,,,,
4300.22,71.6702,1.2873,,,,,,,,,,,,,,,
4300.24,71.6706,1.2877,,,,,,,,,,,,,,,
4300.26,71.671,1.2876,,,,,,,,,,,,,,,
4300.28,71.6712,1.287,,,,,,,,,,,,,,,
4300.3,71.6717,1.2888,,,,,,,,,,,,,,,
4300.32,71.6719,1.288,,,,,,,,,,,,,,,
4300.34,71.6721,1.2875,,,,,,,,,,,,,,,
4300.36,71.6725,1.2876,,,,,,,,,,,,,,,
4300.38,71.6729,1.2878,,,,,,,,,,,,,,,
4300.4,71.6731,1.2879,,,,,,,,,,,,,,,
4300.42,71.6735,1.288,,,,,,,,,,,,,,,
4300.44,71.6739,1.2884,,,,,,,,,,,,,,,
4300.46,71.6744,1.2873,,,,,,,,,,,,,,,
4300.48,71.6746,1.2883,,,,,,,,,,,,,,,
4300.5,71.675,1.2876,,,,,,,,,,,,,,,
4300.52,71.6752,1.2889,,,,,,,,,,,,,,,
4300.54,71.6756,1.2877,,,,,,,,,,,,,,,
4300.56,71.6758,1.2878,,,,,,,,,,,,,,,
4300.58,71.676,1.2889,,,,,,,,,,,,,,,
4300.6,71.6764,1.2874,,,,,,,,,,,,,,,
4300.62,71.6769,1.2883,,,,,,,,,,,,,,,
4300.64,71.6773,1.288,,,,,,,,,,,,,,,
4300.66,71.6775,1.2865,,,,,,,,,,,,,,,
4300.68,71.6779,1.2883,,,,,,,,,,,,,,,
4300.7,71.6783,1.2873,,,,,,,,,,,,,,,
4300.72,71.6785,1.2874,,,,,,,,,,,,,,,
4300.74,71.6789,1.2885,,,,,,,,,,,,,,,
4300.76,71.6794,1.2877,,,,,,,,,,,,,,,
4300.78,71.6796,1.2876,,,,,,,,,,,,,,,
4300.8,71.68,1.289,,,,,,,,,,,,,,,
4300.82,71.6804,1.2889,,,,,,,,,,,,,,,
4300.84,71.6808,1.2884,,,,,,,,,,,,,,,
4300.86,71.6812,1.2883,,,,,,,,,,,,,,,
4300.88,71.6814,1.2878,,,,,,,,,,,,,,,
4300.9,71.6819,1.2888,,,,,,,,,,,,,,,
4300.92,71.6821,1.2873,,,,,,,,,,,,,,,
4300.94,71.6825,1.2874,,,,,,,,,,,,,,,
4300.96,71.6829,1.2884,,,,,,,,,,,,,,,
4300.98,71.6833,1.2866,,,,,,,,,,,,,,,
4301,71.6835,1.2888,,,,,,,,,,,,,,,
4301.02,71.6839,1.2887,,,,,,,,,,,,,,,
4301.04,71.6842,1.2882,,,,,,,,,,,,,,,
4301.06,71.6846,1.2887,,,,,,,,,,,,,,,
4301.08,71.6848,1.2874,,,,,,,,,,,,,,,
4301.1,71.6852,1.2885,,,,,,,,,,,,,,,
4301.12,71.6856,1.2883,,,,,,,,,,,,,,,
4301.14,71.6858,1.288,,,,,,,,,,,,,,,
4301.16,71.6862,1.288,,,,,,,,,,,,,,,
4301.18,71.6867,1.2885,,,,,,,,,,,,,,,
4301.2,71.6871,1.2884,,,,,,,,,,,,,,,
4301.22,71.6875,1.2887,,,,,,,,,,,,,,,
4301.24,71.6877,1.2886,,,,,,,,,,,,,,,
4301.26,71.6881,1.2884,,,,,,,,,,,,,,,
4301.28,71.6883,1.2893,,,,,,,,,,,,,,,
4301.3,71.6885,1.2872,,,,,,,,,,,,,,,
4301.32,71.6889,1.2881,,,,,,,,,,,,,,,
4301.34,71.6892,1.288,,,,,,,,,,,,,,,
4301.36,71.6896,1.2863,,,,,,,,,,,,,,,
4301.38,71.6898,1.2885,,,,,,,,,,,,,,,
4301.4,71.6902,1.2896,,,,,,,,,,,,,,,
4301.42,71.6906,1.2881,,,,,,,,,,,,,,,
4301.44,71.691,1.2884,,,,,,,,,,,,,,,
4301.46,71.6914,1.2874,,,,,,,,,,,,,,,
4301.48,71.6917,1.2884,,,,,,,,,,,,,,,
4301.5,71.6921,1.2886,,,,,,,,,,,,,,,
4301.52,71.6923,1.2878,,,,,,,,,,,,,,,
4301.54,71.6925,1.2878,,,,,,,,,,,,,,,
4301.56,71.6927,1.2872,,,,,,,,,,,,,,,
4301.58,71.6931,1.2882,,,,,,,,,,,,,,,
4301.6,71.6933,1.2885,,,,,,,,,,,,,,,
4301.62,71.6935,1.2887,,,,,,,,,,,,,,,
4301.64,71.6939,1.2874,,,,,,,,,,,,,,,
4301.66,71.6944,1.2877,,,,,,,,,,,,,,,
4301.68,71.6946,1.2864,,,,,,,,,,,,,,,
4301.7,71.695,1.2883,,,,,,,,,,,,,,,
4301.72,71.6954,1.2881,,,,,,,,,,,,,,,
4301.74,71.6958,1.287,,,,,,,,,,,,,,,
4301.76,71.6962,1.2883,,,,,,,,,,,,,,,
4301.78,71.6967,1.2869,,,,,,,,,,,,,,,
4301.8,71.6971,1.2873,,,,,,,,,,,,,,,
4301.82,71.6973,1.2888,,,,,,,,,,,,,,,
4301.84,71.6977,1.2867,,,,,,,,,,,,,,,
4301.86,71.6981,1.2876,,,,,,,,,,,,,,,
4301.88,71.6983,1.2879,,,,,,,,,,,,,,,
4301.9,71.6987,1.2878,,,,,,,,,,,,,,,
4301.92,71.699,1.2878,,,,,,,,,,,,,,,
4301.94,71.6994,1.288,,,,,,,,,,,,,,,
4301.96,71.6996,1.2881,,,,,,,,,,,,,,,
4301.98,71.6998,1.2884,,,,,,,,,,,,,,,
4302,71.7,1.2882,,,,,,,,,,,,,,,
4302.02,71.7002,1.2872,,,,,,,,,,,,,,,
4302.04,71.7004,1.2876,,,,,,,,,,,,,,,
4302.06,71.7008,1.2875,,,,,,,,,,,,,,,
4302.08,71.7012,1.2882,,,,,,,,,,,,,,,
4302.1,71.7014,1.288,,,,,,,,,,,,,,,
4302.12,71.7019,1.2864,,,,,,,,,,,,,,,
4302.14,71.7023,1.2871,,,,,,,,,,,,,,,
4302.16,71.7027,1.2869,,,,,,,,,,,,,,,
4302.18,71.7031,1.2868,,,,,,,,,,,,,,,
4302.2,71.7035,1.2885,,,,,,,,,,,,,,,
4302.22,71.7037,1.288,,,,,,,,,,,,,,,
4302.24,71.7042,1.2889,,,,,,,,,,,,,,,
4302.26,71.7046,1.2884,,,,,,,,,,,,,,,
4302.28,71.7048,1.2873,,,,,,,,,,,,,,,
4302.3,71.705,1.2876,,,,,,,,,,,,,,,
4302.32,71.7054,1.2885,,,,,,,,,,,,,,,
4302.34,71.7058,1.2877,,,,,,,,,,,,,,,
4302.36,71.706,1.2872,,,,,,,,,,,,,,,
4302.38,71.7062,1.2872,,,,,,,,,,,,,,,
4302.4,71.7066,1.288,,,,,,,,,,,,,,,
4302.42,71.7069,1.2896,,,,,,,,,,,,,,,
4302.44,71.7073,1.2865,,,,,,,,,,,,,,,
4302.46,71.7075,1.2881,,,,,,,,,,,,,,,
4302.48,71.7079,1.2871,,,,,,,,,,,,,,,
4302.5,71.7081,1.2871,,,,,,,,,,,,,,,
4302.52,71.7083,1.2881,,,,,,,,,,,,,,,
4302.54,71.7087,1.2865,,,,,,,,,,,,,,,
4302.56,71.7092,1.2879,,,,,,,,,,,,,,,
4302.58,71.7094,1.2881,,,,,,,,,,,,,,,
4302.6,71.71,1.2868,,,,,,,,,,,,,,,
4302.62,71.7104,1.2882,,,,,,,,,,,,,,,
4302.64,71.7108,1.2882,,,,,,,,,,,,,,,
4302.66,71.7112,1.2874,,,,,,,,,,,,,,,
4302.68,71.7117,1.2875,,,,,,,,,,,,,,,
4302.7,71.7121,1.2876,,,,,,,,,,,,,,,
4302.72,71.7123,1.2876,,,,,,,,,,,,,,,
4302.74,71.7125,1.2871,,,,,,,,,,,,,,,
4302.76,71.7129,1.2874,,,,,,,,,,,,,,,
4302.78,71.7131,1.2875,,,,,,,,,,,,,,,
4302.8,71.7133,1.2878,,,,,,,,,,,,,,,
4302.82,71.7137,1.287,,,,,,,,,,,,,,,
4302.84,71.7139,1.2878,,,,,,,,,,,,,,,
4302.86,71.7144,1.287,,,,,,,,,,,,,,,
4302.88,71.7146,1.2874,,,,,,,,,,,,,,,
4302.9,71.7148,1.2875,,,,,,,,,,,,,,,
4302.92,71.7152,1.2864,,,,,,,,,,,,,,,
4302.94,71.7154,1.288,,,,,,,,,,,,,,,
4302.96,71.7158,1.287,,,,,,,,,,,,,,,
4302.98,71.7162,1.2859,,,,,,,,,,,,,,,
4303,71.7167,1.2877,,,,,,,,,,,,,,,
4303.02,71.7173,1.287,,,,,,,,,,,,,,,
4303.04,71.7177,1.2871,,,,,,,,,,,,,,,
4303.06,71.7179,1.2872,,,,,,,,,,,,,,,
4303.08,71.7183,1.2869,,,,,,,,,,,,,,,
4303.1,71.7187,1.287,,,,,,,,,,,,,,,
4303.12,71.7189,1.288,,,,,,,,,,,,,,,
4303.14,71.7192,1.2874,,,,,,,,,,,,,,,
