Results Table 1,,,,,,,,,,,,,,,,,
,Specimen label,,,,,,,,,,,,,,,,
1.16,0.0194,0.0007,,,,,,,,,,,,,,,
1.18,0.0198,0.0029,,,,,,,,,,,,,,,
1.2,0.0202,0.004,,,,,,,,,,,,,,,
1.22,0.0204,0,,,,,,,,,,,,,,,
1.24,0.0208,0.0007,,,,,,,,,,,,,,,
1.26,0.0212,0.0017,,,,,,,,,,,,,,,
1.28,0.0217,0.0015,,,,,,,,,,,,,,,
1.3,0.0221,0.0024,,,,,,,,,,,,,,,
1.32,0.0223,0.0009,,,,,,,,,,,,,,,
1.34,0.0227,0.0013,,,,,,,,,,,,,,,
1.36,0.0229,0.0022,,,,,,,,,,,,,,,
1.38,0.0233,0.0021,,,,,,,,,,,,,,,
1.4,0.0237,0.0018,,,,,,,,,,,,,,,
1.42,0.024,0.0018,,,,,,,,,,,,,,,
1.44,0.0242,0.0014,,,,,,,,,,,,,,,
1.46,0.0246,0.0006,,,,,,,,,,,,,,,
1.48,0.025,0.0012,,,,,,,,,,,,,,,
1.5,0.0252,0.0009,,,,,,,,,,,,,,,
1.52,0.0256,0.0029,,,,,,,,,,,,,,,
1.54,0.026,0.0015,,,,,,,,,,,,,,,
1.56,0.0262,0.003,,,,,,,,,,,,,,,
1.58,0.0267,0.0027,,,,,,,,,,,,,,,
1.6,0.0269,0.0005,,,,,,,,,,,,,,,
1.62,0.0273,0.0018,,,,,,,,,,,,,,,
1.64,0.0277,0.0001,,,,,,,,,,,,,,,
1.66,0.0279,0.001,,,,,,,,,,,,,,,
1.68,0.0281,0.0026,,,,,,,,,,,,,,,
1.7,0.0285,0.0008,,,,,,,,,,,,,,,
1.72,0.029,0.0017,,,,,,,,,,,,,,,
1.74,0.0292,0.002,,,,,,,,,,,,,,,
1.76,0.0296,0.0018,,,,,,,,,,,,,,,
1.78,0.0298,0.0019,,,,,,,,,,,,,,,
1.8,0.0302,0.0016,,,,,,,,,,,,,,,
1.82,0.0306,0.0021,,,,,,,,,,,,,,,
1.84,0.0308,0.002,,,,,,,,,,,,,,,
1.86,0.0312,0.0005,,,,,,,,,,,,,,,
1.88,0.0317,0.0002,,,,,,,,,,,,,,,
1.9,0.0319,0.0024,,,,,,,,,,,,,,,
1.92,0.0323,0.0011,,,,,,,,,,,,,,,
1.94,0.0327,0.002,,,,,,,,,,,,,,,
1.96,0.0329,0.0026,,,,,,,,,,,,,,,
1.98,0.0331,0.001,,,,,,,,,,,,,,,
2,0.0335,0.0015,,,,,,,,,,,,,,,
2.02,0.034,0.0009,,,,,,,,,,,,,,,
2.04,0.0342,0.0022,,,,,,,,,,,,,,,
2.06,0.0346,0.0017,,,,,,,,,,,,,,,
2.08,0.0348,0.0011,,,,,,,,,,,,,,,
2.1,0.035,0.003,,,,,,,,,,,,,,,
2.12,0.0354,0.0016,,,,,,,,,,,,,,,
2.14,0.0356,0.002,,,,,,,,,,,,,,,
2.16,0.036,0.0018,,,,,,,,,,,,,,,
2.18,0.0362,0.0015,,,,,,,,,,,,,,,
2.2,0.0365,0.0029,,,,,,,,,,,,,,,
2.22,0.0369,0.0016,,,,,,,,,,,,,,,
2.24,0.0371,0.0006,,,,,,,,,,,,,,,
2.26,0.0375,0.001,,,,,,,,,,,,,,,
2.28,0.0379,0.003,,,,,,,,,,,,,,,
2.3,0.0381,0.0023,,,,,,,,,,,,,,,
2.32,0.0385,0.0034,,,,,,,,,,,,,,,
2.34,0.039,0.0021,,,,,,,,,,,,,,,
2.36,0.0392,0.0025,,,,,,,,,,,,,,,
2.38,0.0396,0.0031,,,,,,,,,,,,,,,
2.4,0.0398,0.0012,,,,,,,,,,,,,,,
2.42,0.0402,0.0014,,,,,,,,,,,,,,,
2.44,0.0406,0.0014,,,,,,,,,,,,,,,
2.46,0.0408,0.0016,,,,,,,,,,,,,,,
2.48,0.0412,0.0022,,,,,,,,,,,,,,,
2.5,0.0417,0.003,,,,,,,,,,,,,,,
2.52,0.0419,0.0019,,,,,,,,,,,,,,,
2.54,0.0423,0.0019,,,,,,,,,,,,,,,
2.56,0.0427,0.0022,,,,,,,,,,,,,,,
2.58,0.0429,0.0024,,,,,,,,,,,,,,,
2.6,0.0433,0.0019,,,,,,,,,,,,,,,
2.62,0.0435,0.0013,,,,,,,,,,,,,,,
2.64,0.044,0.0012,,,,,,,,,,,,,,,
2.66,0.0442,0.0022,,,,,,,,,,,,,,,
2.68,0.0446,0.0018,,,,,,,,,,,,,,,
2.7,0.0448,0.0026,,,,,,,,,,,,,,,
2.72,0.0452,0.0017,,,,,,,,,,,,,,,
2.74,0.0456,0.0022,,,,,,,,,,,,,,,
2.76,0.0458,0.0024,,,,,,,,,,,,,,,
2.78,0.046,0.0006,,,,,,,,,,,,,,,
2.8,0.0465,0.0022,,,,,,,,,,,,,,,
2.82,0.0469,0.0015,,,,,,,,,,,,,,,
2.84,0.0471,0.0012,,,,,,,,,,,,,,,
2.86,0.0475,0.002,,,,,,,,,,,,,,,
2.88,0.0479,0.0017,,,,,,,,,,,,,,,
2.9,0.0481,0.0018,,,,,,,,,,,,,,,
2.92,0.0485,0.0022,,,,,,,,,,,,,,,
2.94,0.049,0.0025,,,,,,,,,,,,,,,
2.96,0.0494,0.0025,,,,,,,,,,,,,,,
2.98,0.0496,0.0034,,,,,,,,,,,,,,,
3,0.05,0.002,,,,,,,,,,,,,,,
3.02,0.0504,0.0014,,,,,,,,,,,,,,,
3.04,0.0506,0.0029,,,,,,,,,,,,,,,
3.06,0.0508,0.0022,,,,,,,,,,,,,,,
3.08,0.0512,0.0027,,,,,,,,,,,,,,,
3.1,0.0517,0.0023,,,,,,,,,,,,,,,
3.12,0.0519,0.0028,,,,,,,,,,,,,,,
3.14,0.0523,0.0031,,,,,,,,,,,,,,,
3.16,0.0527,0.0011,,,,,,,,,,,,,,,
3.18,0.0529,0.0017,,,,,,,,,,,,,,,
3.2,0.0533,0.0024,,,,,,,,,,,,,,,
3.22,0.0537,0.0021,,,,,,,,,,,,,,,
3.24,0.0542,0.0025,,,,,,,,,,,,,,,
3.26,0.0544,0.0021,,,,,,,,,,,,,,,
3.28,0.0548,0.0028,,,,,,,,,,,,,,,
3.3,0.0552,0.0032,,,,,,,,,,,,,,,
3.32,0.0554,0.0019,,,,,,,,,,,,,,,
3.34,0.0558,0.0026,,,,,,,,,,,,,,,
3.36,0.056,0.0024,,,,,,,,,,,,,,,
3.38,0.0565,0.0028,,,,,,,,,,,,,,,
3.4,0.0569,0.002,,,,,,,,,,,,,,,
3.42,0.0571,0.0017,,,,,,,,,,,,,,,
3.44,0.0575,0.0016,,,,,,,,,,,,,,,
3.46,0.0579,0.0026,,,,,,,,,,,,,,,
3.48,0.0583,0.002,,,,,,,,,,,,,,,
3.5,0.0585,0.0042,,,,,,,,,,,,,,,
3.52,0.059,0.0036,,,,,,,,,,,,,,,
3.54,0.0592,0.0011,,,,,,,,,,,,,,,
3.56,0.0596,0.0028,,,,,,,,,,,,,,,
3.58,0.06,0.0025,,,,,,,,,,,,,,,
3.6,0.0604,0.0019,,,,,,,,,,,,,,,
3.62,0.0606,0.0017,,,,,,,,,,,,,,,
3.64,0.061,0.0015,,,,,,,,,,,,,,,
3.66,0.0612,0.0024,,,,,,,,,,,,,,,
3.68,0.0617,0.0029,,,,,,,,,,,,,,,
3.7,0.0621,0.0028,,,,,,,,,,,,,,,
3.72,0.0623,0.0017,,,,,,,,,,,,,,,
3.74,0.0627,0.0015,,,,,,,,,,,,,,,
3.76,0.0629,0.0047,,,,,,,,,,,,,,,
3.78,0.0633,0.0028,,,,,,,,,,,,,,,
3.8,0.0637,0.0012,,,,,,,,,,,,,,,
3.82,0.064,0.0019,,,,,,,,,,,,,,,
3.84,0.0644,0.0028,,,,,,,,,,,,,,,
3.86,0.0646,0.0019,,,,,,,,,,,,,,,
3.88,0.065,0.004,,,,,,,,,,,,,,,
3.9,0.0652,0.0027,,,,,,,,,,,,,,,
3.92,0.0656,0.0015,,,,,,,,,,,,,,,
3.94,0.066,0.0023,,,,,,,,,,,,,,,
3.96,0.0662,0.0026,,,,,,,,,,,,,,,
3.98,0.0667,0.0026,,,,,,,,,,,,,,,
4,0.0669,0.001,,,,,,,,,,,,,,,
4.02,0.0673,0.0019,,,,,,,,,,,,,,,
4.04,0.0677,0.0037,,,,,,,,,,,,,,,
4.06,0.0679,0.0023,,,,,,,,,,,,,,,
4.08,0.0681,0.0029,,,,,,,,,,,,,,,
4.1,0.0685,0.0022,,,,,,,,,,,,,,,
4.12,0.069,0.0041,,,,,,,,,,,,,,,
4.14,0.0692,0.0033,,,,,,,,,,,,,,,
4.16,0.0696,0.0014,,,,,,,,,,,,,,,
4.18,0.0698,0.0027,,,,,,,,,,,,,,,
4.2,0.0702,0.0022,,,,,,,,,,,,,,,
4.22,0.0706,0.0039,,,,,,,,,,,,,,,
4.24,0.0708,0.0017,,,,,,,,,,,,,,,
4.26,0.0712,0.0026,,,,,,,,,,,,,,,
4.28,0.0717,0.0036,,,,,,,,,,,,,,,
4.3,0.0719,0.0026,,,,,,,,,,,,,,,
4.32,0.0723,0.0038,,,,,,,,,,,,,,,
4.34,0.0725,0.0024,,,,,,,,,,,,,,,
4.36,0.0729,0.0026,,,,,,,,,,,,,,,
4.38,0.0733,0.0042,,,,,,,,,,,,,,,
4.4,0.0735,0.0033,,,,,,,,,,,,,,,
4.42,0.0737,0.0022,,,,,,,,,,,,,,,
4.44,0.0742,0.0016,,,,,,,,,,,,,,,
4.46,0.0746,0.0023,,,,,,,,,,,,,,,
4.48,0.0748,0.0041,,,,,,,,,,,,,,,
4.5,0.075,0.0042,,,,,,,,,,,,,,,
4.52,0.0754,0.003,,,,,,,,,,,,,,,
4.54,0.0756,0.0027,,,,,,,,,,,,,,,
4.56,0.076,0.002,,,,,,,,,,,,,,,
4.58,0.0762,0.0031,,,,,,,,,,,,,,,
4.6,0.0767,0.0025,,,,,,,,,,,,,,,
4.62,0.0769,0.0016,,,,,,,,,,,,,,,
4.64,0.0773,0.0035,,,,,,,,,,,,,,,
4.66,0.0775,0.0037,,,,,,,,,,,,,,,
4.68,0.0779,0.0029,,,,,,,,,,,,,,,
4.7,0.0783,0.0035,,,,,,,,,,,,,,,
4.72,0.0785,0.002,,,,,,,,,,,,,,,
4.74,0.079,0.0033,,,,,,,,,,,,,,,
4.76,0.0792,0.0038,,,,,,,,,,,,,,,
4.78,0.0796,0.0028,,,,,,,,,,,,,,,
4.8,0.0798,0.0031,,,,,,,,,,,,,,,
4.82,0.0802,0.0026,,,,,,,,,,,,,,,
4.84,0.0806,0.002,,,,,,,,,,,,,,,
4.86,0.0808,0.0027,,,,,,,,,,,,,,,
4.88,0.0812,0.0041,,,,,,,,,,,,,,,
4.9,0.0817,0.0032,,,,,,,,,,,,,,,
4.92,0.0819,0.003,,,,,,,,,,,,,,,
4.94,0.0823,0.0018,,,,,,,,,,,,,,,
4.96,0.0825,0.0024,,,,,,,,,,,,,,,
4.98,0.0829,0.0034,,,,,,,,,,,,,,,
5,0.0831,0.002,,,,,,,,,,,,,,,
5.02,0.0835,0.0031,,,,,,,,,,,,,,,
5.04,0.084,0.0023,,,,,,,,,,,,,,,
5.06,0.0842,0.0038,,,,,,,,,,,,,,,
5.08,0.0846,0.0036,,,,,,,,,,,,,,,
5.1,0.0848,0.0015,,,,,,,,,,,,,,,
5.12,0.0852,0.0026,,,,,,,,,,,,,,,
5.14,0.0854,0.0023,,,,,,,,,,,,,,,
5.16,0.0858,0.003,,,,,,,,,,,,,,,
5.18,0.086,0.0038,,,,,,,,,,,,,,,
5.2,0.0865,0.0025,,,,,,,,,,,,,,,
5.22,0.0867,0.0031,,,,,,,,,,,,,,,
5.24,0.0871,0.0042,,,,,,,,,,,,,,,
5.26,0.0873,0.0034,,,,,,,,,,,,,,,
5.28,0.0877,0.0029,,,,,,,,,,,,,,,
5.3,0.0881,0.002,,,,,,,,,,,,,,,
5.32,0.0885,0.0032,,,,,,,,,,,,,,,
5.34,0.0887,0.0028,,,,,,,,,,,,,,,
5.36,0.0892,0.0028,,,,,,,,,,,,,,,
5.38,0.0896,0.002,,,,,,,,,,,,,,,
5.4,0.0898,0.0041,,,,,,,,,,,,,,,
5.42,0.0902,0.0036,,,,,,,,,,,,,,,
5.44,0.0906,0.0029,,,,,,,,,,,,,,,
5.46,0.091,0.0027,,,,,,,,,,,,,,,
5.48,0.0912,0.0026,,,,,,,,,,,,,,,
5.5,0.0917,0.0044,,,,,,,,,,,,,,,
5.52,0.0921,0.0034,,,,,,,,,,,,,,,
5.54,0.0923,0.0019,,,,,,,,,,,,,,,
5.56,0.0927,0.0029,,,,,,,,,,,,,,,
5.58,0.0931,0.0039,,,,,,,,,,,,,,,
5.6,0.0933,0.0032,,,,,,,,,,,,,,,
5.62,0.0937,0.0031,,,,,,,,,,,,,,,
5.64,0.094,0.0041,,,,,,,,,,,,,,,
5.66,0.0944,0.0037,,,,,,,,,,,,,,,
5.68,0.0946,0.0042,,,,,,,,,,,,,,,
5.7,0.095,0.0032,,,,,,,,,,,,,,,
5.72,0.0952,0.003,,,,,,,,,,,,,,,
5.74,0.0956,0.0025,,,,,,,,,,,,,,,
5.76,0.096,0.0026,,,,,,,,,,,,,,,
5.78,0.0962,0.0043,,,,,,,,,,,,,,,
5.8,0.0967,0.0019,,,,,,,,,,,,,,,
5.82,0.0971,0.004,,,,,,,,,,,,,,,
5.84,0.0973,0.0039,,,,,,,,,,,,,,,
5.86,0.0977,0.0022,,,,,,,,,,,,,,,
5.88,0.0981,0.0044,,,,,,,,,,,,,,,
5.9,0.0983,0.0044,,,,,,,,,,,,,,,
5.92,0.0987,0.0026,,,,,,,,,,,,,,,
5.94,0.0992,0.004,,,,,,,,,,,,,,,
5.96,0.0994,0.0038,,,,,,,,,,,,,,,
5.98,0.0998,0.0041,,,,,,,,,,,,,,,
6,0.1002,0.0036,,,,,,,,,,,,,,,
6.02,0.1004,0.0036,,,,,,,,,,,,,,,
6.04,0.1008,0.004,,,,,,,,,,,,,,,
6.06,0.1012,0.0045,,,,,,,,,,,,,,,
6.08,0.1015,0.0035,,,,,,,,,,,,,,,
6.1,0.1019,0.0028,,,,,,,,,,,,,,,
6.12,0.1023,0.0035,,,,,,,,,,,,,,,
6.14,0.1027,0.0032,,,,,,,,,,,,,,,
6.16,0.1029,0.0038,,,,,,,,,,,,,,,
6.18,0.1033,0.0029,,,,,,,,,,,,,,,
6.2,0.1035,0.0037,,,,,,,,,,,,,,,
6.22,0.104,0.0036,,,,,,,,,,,,,,,
6.24,0.1042,0.0029,,,,,,,,,,,,,,,
6.26,0.1046,0.0048,,,,,,,,,,,,,,,
6.28,0.105,0.0034,,,,,,,,,,,,,,,
6.3,0.1052,0.0031,,,,,,,,,,,,,,,
6.32,0.1056,0.0035,,,,,,,,,,,,,,,
6.34,0.1058,0.004,,,,,,,,,,,,,,,
6.36,0.1062,0.0041,,,,,,,,,,,,,,,
6.38,0.1065,0.0036,,,,,,,,,,,,,,,
6.4,0.1069,0.0023,,,,,,,,,,,,,,,
6.42,0.1071,0.0041,,,,,,,,,,,,,,,
6.44,0.1075,0.0041,,,,,,,,,,,,,,,
6.46,0.1079,0.0032,,,,,,,,,,,,,,,
6.48,0.1081,0.0044,,,,,,,,,,,,,,,
6.5,0.1083,0.0038,,,,,,,,,,,,,,,
6.52,0.1087,0.0044,,,,,,,,,,,,,,,
6.54,0.1092,0.0043,,,,,,,,,,,,,,,
6.56,0.1094,0.0021,,,,,,,,,,,,,,,
6.58,0.1098,0.0049,,,,,,,,,,,,,,,
6.6,0.11,0.004,,,,,,,,,,,,,,,
6.62,0.1104,0.0038,,,,,,,,,,,,,,,
6.64,0.1108,0.0043,,,,,,,,,,,,,,,
6.66,0.1112,0.0036,,,,,,,,,,,,,,,
6.68,0.1115,0.0038,,,,,,,,,,,,,,,
6.7,0.1117,0.0041,,,,,,,,,,,,,,,
6.72,0.1121,0.0035,,,,,,,,,,,,,,,
6.74,0.1125,0.0038,,,,,,,,,,,,,,,
6.76,0.1129,0.0036,,,,,,,,,,,,,,,
6.78,0.1131,0.0045,,,,,,,,,,,,,,,
6.8,0.1135,0.0039,,,,,,,,,,,,,,,
6.82,0.1137,0.0048,,,,,,,,,,,,,,,
6.84,0.1142,0.0034,,,,,,,,,,,,,,,
6.86,0.1144,0.0048,,,,,,,,,,,,,,,
6.88,0.1148,0.0045,,,,,,,,,,,,,,,
6.9,0.115,0.0036,,,,,,,,,,,,,,,
6.92,0.1154,0.0032,,,,,,,,,,,,,,,
6.94,0.1156,0.0024,,,,,,,,,,,,,,,
6.96,0.116,0.0058,,,,,,,,,,,,,,,
6.98,0.1162,0.0047,,,,,,,,,,,,,,,
7,0.1165,0.0036,,,,,,,,,,,,,,,
7.02,0.1169,0.0045,,,,,,,,,,,,,,,
7.04,0.1171,0.0043,,,,,,,,,,,,,,,
7.06,0.1175,0.0053,,,,,,,,,,,,,,,
7.08,0.1177,0.0053,,,,,,,,,,,,,,,
7.1,0.1181,0.0038,,,,,,,,,,,,,,,
7.12,0.1185,0.004,,,,,,,,,,,,,,,
7.14,0.1187,0.0038,,,,,,,,,,,,,,,
7.16,0.1192,0.0039,,,,,,,,,,,,,,,
7.18,0.1194,0.0049,,,,,,,,,,,,,,,
7.2,0.1198,0.0051,,,,,,,,,,,,,,,
7.22,0.1202,0.004,,,,,,,,,,,,,,,
7.24,0.1204,0.0046,,,,,,,,,,,,,,,
7.26,0.1208,0.0044,,,,,,,,,,,,,,,
7.28,0.121,0.0046,,,,,,,,,,,,,,,
7.3,0.1215,0.0044,,,,,,,,,,,,,,,
7.32,0.1219,0.004,,,,,,,,,,,,,,,
7.34,0.1223,0.005,,,,,,,,,,,,,,,
7.36,0.1225,0.0045,,,,,,,,,,,,,,,
7.38,0.1227,0.005,,,,,,,,,,,,,,,
7.4,0.1231,0.0038,,,,,,,,,,,,,,,
7.42,0.1235,0.0035,,,,,,,,,,,,,,,
7.44,0.1237,0.0053,,,,,,,,,,,,,,,
7.46,0.1242,0.0047,,,,,,,,,,,,,,,
7.48,0.1244,0.0041,,,,,,,,,,,,,,,
7.5,0.1248,0.0045,,,,,,,,,,,,,,,
7.52,0.1252,0.004,,,,,,,,,,,,,,,
7.54,0.1254,0.0034,,,,,,,,,,,,,,,
7.56,0.1256,0.0038,,,,,,,,,,,,,,,
7.58,0.126,0.0049,,,,,,,,,,,,,,,
7.6,0.1262,0.0043,,,,,,,,,,,,,,,
7.62,0.1267,0.0048,,,,,,,,,,,,,,,
7.64,0.1271,0.0038,,,,,,,,,,,,,,,
7.66,0.1273,0.0047,,,,,,,,,,,,,,,
7.68,0.1277,0.0043,,,,,,,,,,,,,,,
7.7,0.1279,0.0032,,,,,,,,,,,,,,,
7.72,0.1283,0.0047,,,,,,,,,,,,,,,
7.74,0.1287,0.0034,,,,,,,,,,,,,,,
7.76,0.1292,0.0044,,,,,,,,,,,,,,,
7.78,0.1296,0.0052,,,,,,,,,,,,,,,
7.8,0.1298,0.0044,,,,,,,,,,,,,,,
7.82,0.1302,0.0044,,,,,,,,,,,,,,,
7.84,0.1306,0.004,,,,,,,,,,,,,,,
7.86,0.131,0.0038,,,,,,,,,,,,,,,
7.88,0.1312,0.0044,,,,,,,,,,,,,,,
7.9,0.1317,0.0046,,,,,,,,,,,,,,,
7.92,0.1319,0.0039,,,,,,,,,,,,,,,
7.94,0.1323,0.0043,,,,,,,,,,,,,,,
7.96,0.1327,0.0049,,,,,,,,,,,,,,,
7.98,0.1329,0.0046,,,,,,,,,,,,,,,
8,0.1331,0.004,,,,,,,,,,,,,,,
8.02,0.1335,0.0043,,,,,,,,,,,,,,,
8.04,0.134,0.0041,,,,,,,,,,,,,,,
8.06,0.1344,0.0047,,,,,,,,,,,,,,,
8.08,0.1346,0.0042,,,,,,,,,,,,,,,
8.1,0.1348,0.005,,,,,,,,,,,,,,,
8.12,0.1352,0.0033,,,,,,,,,,,,,,,
8.14,0.1354,0.0051,,,,,,,,,,,,,,,
8.16,0.1358,0.0055,,,,,,,,,,,,,,,
8.18,0.1362,0.0039,,,,,,,,,,,,,,,
8.2,0.1365,0.0051,,,,,,,,,,,,,,,
8.22,0.1369,0.0049,,,,,,,,,,,,,,,
8.24,0.1373,0.0045,,,,,,,,,,,,,,,
8.26,0.1375,0.005,,,,,,,,,,,,,,,
8.28,0.1379,0.0041,,,,,,,,,,,,,,,
8.3,0.1381,0.004,,,,,,,,,,,,,,,
8.32,0.1385,0.0048,,,,,,,,,,,,,,,
8.34,0.1387,0.0055,,,,,,,,,,,,,,,
8.36,0.1392,0.005,,,,,,,,,,,,,,,
8.38,0.1396,0.0048,,,,,,,,,,,,,,,
8.4,0.14,0.0036,,,,,,,,,,,,,,,
8.42,0.1404,0.0051,,,,,,,,,,,,,,,
8.44,0.1406,0.0053,,,,,,,,,,,,,,,
8.46,0.141,0.0052,,,,,,,,,,,,,,,
8.48,0.1415,0.0054,,,,,,,,,,,,,,,
8.5,0.1417,0.0045,,,,,,,,,,,,,,,
8.52,0.1421,0.0055,,,,,,,,,,,,,,,
8.54,0.1423,0.0044,,,,,,,,,,,,,,,
8.56,0.1427,0.0047,,,,,,,,,,,,,,,
8.58,0.1431,0.0051,,,,,,,,,,,,,,,
8.6,0.1435,0.0048,,,,,,,,,,,,,,,
8.62,0.1437,0.004,,,,,,,,,,,,,,,
8.64,0.1442,0.0047,,,,,,,,,,,,,,,
8.66,0.1444,0.0052,,,,,,,,,,,,,,,
8.68,0.1448,0.0049,,,,,,,,,,,,,,,
8.7,0.145,0.0042,,,,,,,,,,,,,,,
8.72,0.1454,0.0048,,,,,,,,,,,,,,,
8.74,0.1456,0.0057,,,,,,,,,,,,,,,
8.76,0.146,0.0059,,,,,,,,,,,,,,,
8.78,0.1462,0.0045,,,,,,,,,,,,,,,
8.8,0.1467,0.0052,,,,,,,,,,,,,,,
8.82,0.1471,0.005,,,,,,,,,,,,,,,
8.84,0.1473,0.0053,,,,,,,,,,,,,,,
8.86,0.1477,0.0056,,,,,,,,,,,,,,,
8.88,0.1479,0.0047,,,,,,,,,,,,,,,
8.9,0.1483,0.006,,,,,,,,,,,,,,,
8.92,0.1485,0.005,,,,,,,,,,,,,,,
8.94,0.149,0.004,,,,,,,,,,,,,,,
8.96,0.1494,0.005,,,,,,,,,,,,,,,
8.98,0.1496,0.0056,,,,,,,,,,,,,,,
9,0.15,0.0055,,,,,,,,,,,,,,,
9.02,0.1502,0.0054,,,,,,,,,,,,,,,
9.04,0.1506,0.0056,,,,,,,,,,,,,,,
9.06,0.151,0.0056,,,,,,,,,,,,,,,
9.08,0.1512,0.006,,,,,,,,,,,,,,,
9.1,0.1517,0.0046,,,,,,,,,,,,,,,
9.12,0.1519,0.0037,,,,,,,,,,,,,,,
9.14,0.1523,0.0059,,,,,,,,,,,,,,,
9.16,0.1527,0.0057,,,,,,,,,,,,,,,
9.18,0.1529,0.0051,,,,,,,,,,,,,,,
9.2,0.1533,0.0044,,,,,,,,,,,,,,,
9.22,0.1535,0.0047,,,,,,,,,,,,,,,
9.24,0.154,0.005,,,,,,,,,,,,,,,
9.26,0.1542,0.0049,,,,,,,,,,,,,,,
9.28,0.1544,0.0062,,,,,,,,,,,,,,,
9.3,0.1548,0.0051,,,,,,,,,,,,,,,
9.32,0.1552,0.0051,,,,,,,,,,,,,,,
9.34,0.1554,0.0055,,,,,,,,,,,,,,,
9.36,0.1556,0.0048,,,,,,,,,,,,,,,
9.38,0.156,0.0051,,,,,,,,,,,,,,,
9.4,0.1565,0.0052,,,,,,,,,,,,,,,
9.42,0.1567,0.0043,,,,,,,,,,,,,,,
9.44,0.1571,0.0054,,,,,,,,,,,,,,,
9.46,0.1573,0.0054,,,,,,,,,,,,,,,
9.48,0.1577,0.0047,,,,,,,,,,,,,,,
9.5,0.1581,0.0056,,,,,,,,,,,,,,,
9.52,0.1585,0.0062,,,,,,,,,,,,,,,
9.54,0.1587,0.0049,,,,,,,,,,,,,,,
9.56,0.1592,0.0052,,,,,,,,,,,,,,,
